Age,Gender,Occupation,Political Affiliation,Geographic Location,Social Media Usage Frequency,Preferred Social Media,Political Content Exposure,Types of Political Content,Sources of Political Content,Recency of Exposure,Interactions Frequency,Political Content Topics,Perception of Accuracy,Awareness of Algorithms,Perception of Relevance,Personal Impact,Trust in Social Media,Concerns about Algorithms,Overall Quality of Discourse,Views on Influence,Suggestions for Improvement
18,Female,Employed,Independent,Australia,4+ hours,Instagram,Several times a day,News articles,Independent bloggers,Within the last hour,Several times a day,Immigration,Not accurate,No,Somewhat relevant,No impact,Trust somewhat,Not concerned,Moderate quality,Not influential,Provide more diverse sources
18,Male,Student,Independent,USA,1-2 hours,Facebook,Several times a day,Opinion pieces,Political parties,Longer than a week ago,Once a day,Immigration,Very accurate,Yes,Somewhat relevant,Strong impact,Trust somewhat,Not concerned,High quality,Somewhat influential,Provide more diverse sources
18,Female,Employed,Independent,Canada,0-1 hour,Twitter,Few times a week,News articles,Independent bloggers,Within the last week,Few times a week,Healthcare,Very accurate,No,Very relevant,Strong impact,Trust a lot,Not concerned,High quality,Very influential,Provide more diverse sources
18,Male,Unemployed,Independent,UK,1-2 hours,Facebook,Rarely,News articles,Mainstream media,Within the last 24 hours,Rarely,Economy,Somewhat accurate,No,Somewhat relevant,No impact,Do not trust,Not concerned,Moderate quality,Not influential,Provide more diverse sources
18,Male,Employed,Liberal,Canada,0-1 hour,Instagram,Few times a week,Opinion pieces,Mainstream media,Within the last week,Few times a week,Economy,Not accurate,No,Not relevant,Strong impact,Trust somewhat,Somewhat concerned,Moderate quality,Somewhat influential,Enhance user controls
18,Female,Student,Independent,USA,0-1 hour,Facebook,Once a day,News articles,Independent bloggers,Within the last week,Few times a week,Environment,Somewhat accurate,Yes,Somewhat relevant,Strong impact,Trust a lot,Somewhat concerned,Low quality,Somewhat influential,Improve fact-checking
18,Female,Student,Conservative,Australia,1-2 hours,Instagram,Rarely,Memes,Independent bloggers,Within the last 24 hours,Few times a week,Environment,Very accurate,No,Somewhat relevant,Strong impact,Do not trust,Very concerned,High quality,Very influential,Increase transparency
18,Female,Employed,Liberal,USA,4+ hours,Instagram,Once a day,Opinion pieces,Independent bloggers,Within the last hour,Few times a week,Economy,Somewhat accurate,Yes,Very relevant,Strong impact,Do not trust,Not concerned,High quality,Somewhat influential,Improve fact-checking
18,Female,Unemployed,Conservative,USA,0-1 hour,Instagram,Several times a day,Opinion pieces,Political parties,Within the last week,Several times a day,Economy,Not accurate,No,Very relevant,Moderate impact,Trust a lot,Not concerned,High quality,Very influential,Increase transparency
18,Male,Employed,Independent,USA,1-2 hours,Instagram,Few times a week,News articles,Political parties,Within the last week,Rarely,Environment,Not accurate,Yes,Not relevant,Strong impact,Do not trust,Very concerned,Moderate quality,Somewhat influential,Improve fact-checking
18,Male,Employed,Conservative,Canada,2-4 hours,Facebook,Once a day,Opinion pieces,Mainstream media,Longer than a week ago,Few times a week,Economy,Not accurate,No,Very relevant,No impact,Do not trust,Very concerned,High quality,Somewhat influential,Enhance user controls
18,Male,Unemployed,Independent,USA,4+ hours,Facebook,Several times a day,Opinion pieces,Political parties,Within the last 24 hours,Rarely,Healthcare,Very accurate,Yes,Not relevant,No impact,Do not trust,Very concerned,Moderate quality,Somewhat influential,Provide more diverse sources
18,Female,Employed,Independent,USA,4+ hours,Twitter,Few times a week,Memes,Independent bloggers,Within the last week,Several times a day,Immigration,Not accurate,No,Somewhat relevant,No impact,Do not trust,Somewhat concerned,High quality,Very influential,Provide more diverse sources
18,Male,Employed,Liberal,USA,4+ hours,Twitter,Few times a week,News articles,Independent bloggers,Longer than a week ago,Rarely,Immigration,Very accurate,No,Very relevant,Moderate impact,Trust somewhat,Very concerned,Low quality,Somewhat influential,Improve fact-checking
18,Male,Employed,Independent,Australia,4+ hours,Twitter,Once a day,Memes,Independent bloggers,Within the last 24 hours,Rarely,Economy,Very accurate,Yes,Somewhat relevant,No impact,Trust somewhat,Very concerned,Low quality,Somewhat influential,Increase transparency
18,Female,Employed,Liberal,UK,0-1 hour,Instagram,Few times a week,News articles,Political parties,Within the last 24 hours,Several times a day,Immigration,Very accurate,Yes,Very relevant,No impact,Do not trust,Very concerned,Low quality,Not influential,Provide more diverse sources
18,Female,Student,Independent,UK,1-2 hours,Twitter,Rarely,Memes,Political parties,Within the last week,Rarely,Environment,Very accurate,Yes,Not relevant,Moderate impact,Trust a lot,Somewhat concerned,Moderate quality,Very influential,Provide more diverse sources
18,Female,Student,Liberal,USA,2-4 hours,Facebook,Several times a day,News articles,Political parties,Within the last hour,Once a day,Immigration,Not accurate,Yes,Not relevant,Moderate impact,Do not trust,Somewhat concerned,Low quality,Not influential,Provide more diverse sources
18,Male,Employed,Independent,Australia,2-4 hours,Twitter,Once a day,Opinion pieces,Political parties,Longer than a week ago,Rarely,Immigration,Somewhat accurate,Yes,Somewhat relevant,Strong impact,Trust a lot,Not concerned,Low quality,Not influential,Improve fact-checking
18,Female,Employed,Conservative,USA,2-4 hours,Facebook,Several times a day,Opinion pieces,Mainstream media,Within the last week,Once a day,Immigration,Very accurate,No,Not relevant,Strong impact,Do not trust,Somewhat concerned,Low quality,Somewhat influential,Increase transparency
18,Female,Employed,Independent,USA,2-4 hours,Facebook,Once a day,Memes,Mainstream media,Within the last 24 hours,Once a day,Healthcare,Somewhat accurate,No,Somewhat relevant,No impact,Do not trust,Somewhat concerned,High quality,Somewhat influential,Improve fact-checking
18,Female,Employed,Independent,Australia,0-1 hour,Facebook,Once a day,Opinion pieces,Political parties,Longer than a week ago,Several times a day,Environment,Very accurate,No,Not relevant,Strong impact,Do not trust,Somewhat concerned,Low quality,Somewhat influential,Improve fact-checking
18,Female,Unemployed,Liberal,UK,1-2 hours,Twitter,Rarely,Opinion pieces,Mainstream media,Longer than a week ago,Several times a day,Environment,Somewhat accurate,No,Very relevant,Strong impact,Trust somewhat,Somewhat concerned,Low quality,Very influential,Provide more diverse sources
18,Female,Employed,Independent,USA,1-2 hours,Instagram,Rarely,News articles,Mainstream media,Longer than a week ago,Few times a week,Environment,Very accurate,Yes,Not relevant,Moderate impact,Trust somewhat,Somewhat concerned,High quality,Very influential,Improve fact-checking
18,Female,Employed,Independent,UK,2-4 hours,Instagram,Few times a week,Memes,Political parties,Within the last 24 hours,Few times a week,Immigration,Very accurate,No,Somewhat relevant,Strong impact,Trust a lot,Somewhat concerned,Low quality,Somewhat influential,Enhance user controls
18,Male,Student,Independent,Canada,0-1 hour,Facebook,Rarely,Memes,Independent bloggers,Within the last week,Once a day,Environment,Very accurate,No,Very relevant,Moderate impact,Trust somewhat,Not concerned,High quality,Very influential,Improve fact-checking
18,Female,Employed,Conservative,UK,2-4 hours,Facebook,Once a day,Opinion pieces,Political parties,Longer than a week ago,Once a day,Healthcare,Very accurate,No,Somewhat relevant,Moderate impact,Do not trust,Somewhat concerned,Low quality,Very influential,Provide more diverse sources
18,Female,Employed,Liberal,UK,2-4 hours,Twitter,Several times a day,News articles,Mainstream media,Longer than a week ago,Rarely,Economy,Very accurate,No,Somewhat relevant,Strong impact,Trust a lot,Very concerned,Moderate quality,Not influential,Improve fact-checking
18,Female,Employed,Independent,USA,0-1 hour,Instagram,Once a day,News articles,Independent bloggers,Longer than a week ago,Once a day,Healthcare,Very accurate,No,Not relevant,No impact,Trust a lot,Very concerned,High quality,Very influential,Enhance user controls
18,Female,Employed,Liberal,USA,4+ hours,Twitter,Few times a week,Opinion pieces,Mainstream media,Within the last 24 hours,Rarely,Immigration,Not accurate,No,Not relevant,Strong impact,Trust somewhat,Somewhat concerned,Moderate quality,Somewhat influential,Improve fact-checking
18,Female,Student,Independent,USA,2-4 hours,Instagram,Once a day,Memes,Mainstream media,Longer than a week ago,Once a day,Environment,Somewhat accurate,No,Somewhat relevant,No impact,Do not trust,Very concerned,Low quality,Not influential,Enhance user controls
18,Male,Employed,Conservative,UK,4+ hours,Facebook,Once a day,Memes,Political parties,Within the last week,Few times a week,Immigration,Somewhat accurate,Yes,Very relevant,Moderate impact,Do not trust,Very concerned,Low quality,Somewhat influential,Enhance user controls
18,Male,Employed,Liberal,Australia,0-1 hour,Instagram,Few times a week,Memes,Independent bloggers,Longer than a week ago,Rarely,Immigration,Somewhat accurate,No,Very relevant,Moderate impact,Do not trust,Not concerned,High quality,Somewhat influential,Increase transparency
18,Female,Student,Conservative,USA,4+ hours,Twitter,Rarely,Opinion pieces,Political parties,Within the last 24 hours,Rarely,Economy,Somewhat accurate,No,Somewhat relevant,Moderate impact,Trust somewhat,Very concerned,High quality,Somewhat influential,Enhance user controls
18,Female,Student,Liberal,UK,0-1 hour,Twitter,Once a day,News articles,Independent bloggers,Within the last week,Rarely,Environment,Not accurate,Yes,Somewhat relevant,No impact,Trust somewhat,Somewhat concerned,Moderate quality,Very influential,Improve fact-checking
18,Female,Employed,Conservative,Australia,0-1 hour,Twitter,Few times a week,Opinion pieces,Political parties,Longer than a week ago,Several times a day,Environment,Somewhat accurate,Yes,Very relevant,No impact,Trust somewhat,Somewhat concerned,Moderate quality,Very influential,Improve fact-checking
18,Female,Employed,Independent,USA,4+ hours,Instagram,Rarely,Opinion pieces,Independent bloggers,Within the last week,Once a day,Healthcare,Somewhat accurate,Yes,Very relevant,Strong impact,Do not trust,Very concerned,High quality,Not influential,Provide more diverse sources
18,Male,Student,Conservative,USA,4+ hours,Instagram,Once a day,Opinion pieces,Mainstream media,Longer than a week ago,Once a day,Healthcare,Somewhat accurate,Yes,Very relevant,No impact,Trust a lot,Very concerned,High quality,Somewhat influential,Increase transparency
18,Female,Student,Independent,Australia,0-1 hour,Twitter,Rarely,Memes,Independent bloggers,Within the last week,Once a day,Healthcare,Very accurate,Yes,Somewhat relevant,Moderate impact,Trust somewhat,Very concerned,Moderate quality,Not influential,Improve fact-checking
18,Male,Employed,Conservative,Australia,0-1 hour,Twitter,Few times a week,Memes,Independent bloggers,Within the last week,Several times a day,Immigration,Somewhat accurate,Yes,Very relevant,No impact,Trust somewhat,Very concerned,Moderate quality,Very influential,Improve fact-checking
18,Male,Employed,Independent,Canada,1-2 hours,Facebook,Few times a week,Memes,Independent bloggers,Within the last hour,Few times a week,Immigration,Somewhat accurate,Yes,Very relevant,No impact,Trust somewhat,Somewhat concerned,High quality,Not influential,Enhance user controls
18,Female,Student,Conservative,Australia,1-2 hours,Facebook,Once a day,News articles,Political parties,Within the last week,Rarely,Environment,Not accurate,Yes,Very relevant,No impact,Trust somewhat,Not concerned,Low quality,Very influential,Improve fact-checking
18,Male,Employed,Liberal,USA,0-1 hour,Twitter,Few times a week,Memes,Political parties,Within the last 24 hours,Rarely,Environment,Not accurate,No,Very relevant,Moderate impact,Trust a lot,Not concerned,Moderate quality,Not influential,Enhance user controls
18,Female,Student,Independent,UK,2-4 hours,Facebook,Rarely,News articles,Mainstream media,Within the last hour,Several times a day,Healthcare,Not accurate,Yes,Not relevant,No impact,Trust a lot,Not concerned,Moderate quality,Very influential,Increase transparency
18,Male,Student,Liberal,Canada,1-2 hours,Twitter,Few times a week,Memes,Independent bloggers,Within the last week,Few times a week,Healthcare,Somewhat accurate,Yes,Very relevant,Moderate impact,Do not trust,Somewhat concerned,High quality,Not influential,Provide more diverse sources
18,Male,Employed,Conservative,UK,2-4 hours,Twitter,Several times a day,News articles,Independent bloggers,Within the last week,Few times a week,Immigration,Very accurate,No,Not relevant,Strong impact,Trust somewhat,Somewhat concerned,Moderate quality,Not influential,Improve fact-checking
18,Female,Employed,Liberal,UK,4+ hours,Instagram,Few times a week,Memes,Political parties,Within the last 24 hours,Several times a day,Environment,Somewhat accurate,No,Somewhat relevant,Moderate impact,Do not trust,Not concerned,Moderate quality,Not influential,Provide more diverse sources
18,Non-binary,Student,Independent,USA,2-4 hours,Twitter,Once a day,Opinion pieces,Mainstream media,Within the last hour,Several times a day,Economy,Somewhat accurate,No,Somewhat relevant,Moderate impact,Trust a lot,Very concerned,Low quality,Not influential,Enhance user controls
